ID,Name,Development,BT,BP,BM,Trade good,Trade node,Modifiers,Type,Continent,Superregion,Region,Area
282,Yedisan,5,2,2,1,,Crimea,Dnestr Estuary,Land,Europe,Eastern Europe,Pontic Steppe,Yedisan
283,Zaporozhia,4,1,1,2,,Crimea,,Land,Europe,Eastern Europe,Pontic Steppe,Zaporizhia
284,Crimea,18,6,6,6,,Crimea,,Land,Europe,Eastern Europe,Pontic Steppe,Crimea
285,Caffa,10,4,4,2,,Crimea,Entrepot,Land,Europe,Eastern Europe,Pontic Steppe,Crimea
286,Azov,9,3,3,3,,Crimea,Don Estuary,Land,Europe,Eastern Europe,Pontic Steppe,Azov
287,Kuban,9,3,3,3,,Crimea,,Land,Europe,Eastern Europe,Pontic Steppe,Azov
288,Lower Don,8,3,3,2,,Astrakhan,,Land,Europe,Eastern Europe,Pontic Steppe,Lower Don
289,Chernigov,5,2,2,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,Chernigov
290,Poltava,5,2,2,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,East Dniepr
291,Kharkov,5,2,2,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,Sloboda Ukraine
292,Mogilev,5,2,2,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,White Ruthenia
293,Smolensk,9,4,4,1,,Kiev,Market Town,Land,Europe,Eastern Europe,Ruthenia,Smolensk
294,Tver,11,4,4,3,,Novgorod,,Land,Europe,Eastern Europe,Russia,Tver
295,Moskva,17,6,6,5,,Novgorod,Market Town,Land,Europe,Eastern Europe,Russia,Moscow
296,Kaluga,8,3,3,2,,Kiev,,Land,Europe,Eastern Europe,Russia,Oka
297,Bryansk,5,2,2,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,Smolensk
298,Kursk,4,2,1,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,Sloboda Ukraine
299,Voronezh,8,3,3,2,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,Sloboda Ukraine
300,Tula,8,3,3,2,,Kiev,,Land,Europe,Eastern Europe,Russia,Oka
301,Ryazan,13,5,5,3,,Novgorod,,Land,Europe,Eastern Europe,Russia,Ryazan
302,Tambov,9,3,3,3,,Astrakhan,,Land,Europe,Eastern Europe,Russia,Tambov
303,Saratov,12,4,4,4,,Astrakhan,,Land,Europe,Eastern Europe,Ural,Saratov
304,Penza,8,3,3,2,,Astrakhan,,Land,Europe,Eastern Europe,Russia,Tambov
305,Perm,11,4,4,3,,Kazan,,Land,Europe,Eastern Europe,Ural,Kama
306,Nizhny Novgorod,13,5,5,3,,Kazan,Market Town,Land,Europe,Eastern Europe,Ural,Galich
307,Vladimir,11,4,4,3,,Novgorod,,Land,Europe,Eastern Europe,Russia,Vladimir
308,Yaroslavl,11,4,4,3,,Novgorod,Emporium,Land,Europe,Eastern Europe,Russia,Yaroslavl
309,Olonets,8,3,3,2,,Novgorod,,Land,Europe,Eastern Europe,Russia,North Karelia
310,Novgorod,20,7,7,6,,Novgorod,Market Town,Land,Europe,Eastern Europe,Russia,Novgorod
311,Kholm,6,2,2,2,,Novgorod,,Land,Europe,Eastern Europe,Russia,Novgorod
312,Beloozero,7,2,3,2,,Novgorod,,Land,Europe,Eastern Europe,Russia,Beloozero
313,Soroka,4,1,2,1,,White Sea,,Land,Europe,Eastern Europe,Russia,Pomorye
314,Vologda,8,3,3,2,,White Sea,,Land,Europe,Eastern Europe,Russia,Vologda
315,Finnmark,3,1,1,1,,White Sea,,Land,Europe,Western Europe,Scandinavia,Laponia
316,Kocaeli,9,3,3,3,,Constantinople,,Land,Europe,Levant,Anatolia,Hüdavendigar
317,Hüdavendigar,12,5,5,2,,Constantinople,Entrepot,Land,Europe,Levant,Anatolia,Hüdavendigar
318,Sugla,10,4,4,2,,Constantinople,Entrepot,Land,Europe,Levant,Anatolia,Aydin
319,Mentese,9,3,3,3,,Constantinople,,Land,Europe,Levant,Anatolia,Aydin
320,Rhodes,11,4,4,3,,Constantinople,,Land,Europe,Levant,Anatolia,Aegean Archipelago
321,Cyprus,15,6,6,3,,Aleppo,,Land,Europe,Levant,Anatolia,Çukurova
322,Kütahya,8,3,3,2,,Constantinople,,Land,Europe,Levant,Anatolia,Germiyan
323,Konya,9,3,3,3,,Aleppo,,Land,Europe,Levant,Anatolia,Karaman
324,Karaman,14,5,5,4,,Aleppo,,Land,Europe,Levant,Anatolia,Karaman
325,Kastamonu,10,3,5,2,,Constantinople,,Land,Europe,Levant,Anatolia,Karadeniz
326,Ankara,9,3,3,3,,Constantinople,,Land,Europe,Levant,Anatolia,Ankara
327,Adana,10,3,3,4,,Aleppo,Natural Harbor,Land,Europe,Levant,Anatolia,Çukurova
328,Sinop,8,3,3,2,,Constantinople,Entrepot,Land,Europe,Levant,Anatolia,Karadeniz
329,Sivas,9,3,3,3,,Constantinople,,Land,Europe,Levant,Anatolia,Rum
330,Trebizond,12,4,4,4,,Crimea,Natural Harbor,Land,Europe,Levant,Anatolia,Erzurum
331,Erzurum,12,4,4,4,,Crimea,,Land,Europe,Levant,Anatolia,Erzurum
332,Marash,6,2,2,2,,Aleppo,,Land,Europe,Levant,Anatolia,Dulkadir
333,Mallorca,5,2,2,1,,Valencia,,Land,Europe,Western Europe,Iberia,Baleares
334,Tangiers,7,3,3,1,,Sevilla,Entrepot,Land,Africa,Northern Africa,Maghreb,North Morocco
335,Melilla,7,3,3,1,,Sevilla,,Land,Africa,Northern Africa,Maghreb,North Morocco
336,Tlemcen,13,5,5,3,,Safi,Market Town,Land,Africa,Northern Africa,Maghreb,Algiers
337,Oran,7,3,3,1,,Safi,,Land,Africa,Northern Africa,Maghreb,Barbary Coast
338,Mitidja,13,5,5,3,,Safi,Natural Harbor,Land,Africa,Northern Africa,Maghreb,Barbary Coast
339,Kabylia,8,3,3,2,,Tunis,,Land,Africa,Northern Africa,Maghreb,Kabylia
340,Constantine,8,3,3,2,,Tunis,,Land,Africa,Northern Africa,Maghreb,Kabylia
341,Tunis,14,6,6,2,,Tunis,Entrepot,Land,Africa,Northern Africa,Maghreb,Tunisia
342,Gharb,10,4,4,2,,Safi,Natural Harbor,Land,Africa,Northern Africa,Maghreb,Gharb
343,Fez,13,5,5,3,,Safi,,Land,Africa,Northern Africa,Maghreb,Central Morocco
344,Marrakech,12,5,5,2,,Safi,,Land,Africa,Northern Africa,Maghreb,Central Morocco
345,Abda,3,1,1,1,,Safi,,Land,Africa,Northern Africa,Maghreb,Gharb
346,Tafilalt,10,4,4,2,,Safi,Market Town,Land,Africa,Northern Africa,Maghreb,Tafilalt
347,Ifni,3,1,1,1,,Safi,,Land,Africa,Northern Africa,Maghreb,Southern Morocco
348,Sus,12,5,5,2,,Safi,,Land,Africa,Northern Africa,Maghreb,Sus
349,Figuig,5,2,2,1,,Safi,,Land,Africa,Northern Africa,Maghreb,Tafilalt
350,Laghouat,3,1,1,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,Ouled Nail
351,Biskra,3,1,1,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,Ouled Nail
352,Gafsa,5,2,2,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,North Sahara
353,Tataouine,3,1,1,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,Djerba
354,Tripoli,5,2,2,1,,Tunis,Entrepot,Land,Africa,Northern Africa,Maghreb,Tripolitania
355,Sirt,3,1,1,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,Tripolitania
356,Benghazi,6,2,2,2,,Alexandria,Natural Harbor,Land,Africa,Levant,Egypt,Cyrenaica
357,Darnah,3,1,1,1,,Alexandria,,Land,Africa,Levant,Egypt,Cyrenaica
358,Alexandria,13,5,5,3,,Alexandria,"Conquest of Alexandria
Natural Harbor",Land,Africa,Levant,Egypt,Delta
359,Fayyum,12,5,5,2,,Alexandria,,Land,Africa,Levant,Egypt,Vostani
360,Qus,3,1,1,1,,Alexandria,,Land,Africa,Levant,Egypt,Said
361,Cairo,24,9,9,6,,Alexandria,Market Town,Land,Africa,Levant,Egypt,Bahari
362,Rosetta,10,4,4,2,,Alexandria,"Granary of the Mediterranean
Natural Harbor
The Nile Estuary",Land,Africa,Levant,Egypt,Delta
363,Damietta,10,4,4,2,,Alexandria,"Granary of the Mediterranean
The Nile Estuary",Land,Africa,Levant,Egypt,Delta
364,Gaza,8,3,3,2,,Alexandria,,Land,Asia,Levant,Mashriq,Palestine
365,Sinai,3,1,1,1,,Alexandria,,Land,Africa,Levant,Egypt,Red Sea Hills
366,Gran Canaria,7,3,3,1,,Sevilla,,Land,Europe,Northern Africa,Maghreb,Macaronesia
367,The Azores,7,3,3,1,,Sevilla,,Land,Europe,Northern Africa,Maghreb,Macaronesia
368,Madeira,9,4,4,1,,Sevilla,,Land,Europe,Northern Africa,Maghreb,Macaronesia
369,Orkney,3,1,1,1,,North Sea,,Land,Europe,Western Europe,Britain,Highlands
370,Reykjavik,3,1,1,1,,North Sea,,Land,Europe,Western Europe,Scandinavia,North Atlantic Islands
371,Akureyri,3,1,1,1,,North Sea,,Land,Europe,Western Europe,Scandinavia,North Atlantic Islands
372,Tyrone,8,3,3,2,,North Sea,,Land,Europe,Western Europe,Britain,Ulster
373,Pale,8,3,3,2,,North Sea,,Land,Europe,Western Europe,Britain,Leinster
374,Leinster,6,2,2,2,,North Sea,,Land,Europe,Western Europe,Britain,Leinster
375,Limerick,8,3,3,2,,North Sea,,Land,Europe,Western Europe,Britain,Connacht
376,Connaught,6,2,2,2,,North Sea,,Land,Europe,Western Europe,Britain,Connacht
377,Aleppo,22,9,9,4,,Aleppo,Market Town,Land,Asia,Levant,Mashriq,Aleppo
378,Tarabulus,16,6,6,4,,Aleppo,Natural Harbor,Land,Asia,Levant,Mashriq,Syria
379,Jerusalem,13,5,5,3,,Alexandria,"Promised Land
The Conquest of Jerusalem",Land,Asia,Levant,Mashriq,Palestine
380,Al Karak,3,1,1,1,,Alexandria,,Land,Asia,Levant,Mashriq,Transjordan
381,Ajlun,6,2,2,2,,Alexandria,,Land,Asia,Levant,Mashriq,Transjordan
382,Damascus,20,7,7,6,,Aleppo,Market Town,Land,Asia,Levant,Mashriq,Syria
383,Tabuk,5,2,2,1,,Alexandria,,Land,Asia,Levant,Arabia,Tabuk
384,Medina,9,3,3,3,,Alexandria,,Land,Asia,Levant,Arabia,Medina
385,Mecca,12,4,4,4,,Alexandria,"Religious Center
The Conquest of Mecca",Land,Asia,Levant,Arabia,Mecca
386,Bishah,6,2,2,2,,Gulf of Aden,,Land,Asia,Levant,Arabia,Asir
387,Mokha,8,3,3,2,,Gulf of Aden,Coffea Arabica,Land,Asia,Levant,Arabia,Tihama al-Yemen
388,Aden,11,4,4,3,,Gulf of Aden,Entrepot,Land,Asia,Levant,Arabia,Lower Yemen
389,Mukalla,5,1,2,2,,Gulf of Aden,,Land,Asia,Levant,Arabia,Hadramut
390,Sana'a,11,4,3,4,,Gulf of Aden,,Land,Asia,Levant,Arabia,Upper Yemen
391,Najran,6,2,2,2,,Gulf of Aden,,Land,Asia,Levant,Arabia,Asir
392,Al-Arid,3,1,1,1,,Basra,,Land,Asia,Levant,Arabia,al-Qasim
393,Jabal Shammar,3,1,1,1,,Basra,Emporium,Land,Asia,Levant,Arabia,An Nafud
394,Al-Qatif,3,1,1,1,,Basra,Natural Harbor,Land,Asia,Levant,Arabia,Bahrain
395,Qatar,5,2,2,1,,Basra,,Land,Asia,Levant,Arabia,Bahrain
396,Bahrain,4,1,1,2,,Basra,,Land,Asia,Levant,Arabia,Bahrain
397,Bani Yas,3,1,1,1,,Hormuz,,Land,Asia,Levant,Arabia,Pirate Coast
398,Qawasim,5,2,2,1,,Hormuz,,Land,Asia,Levant,Arabia,Pirate Coast
399,Batinah,9,3,3,3,,Hormuz,,Land,Asia,Levant,Arabia,Muscat
400,Muscat,9,4,4,1,,Hormuz,Entrepot,Land,Asia,Levant,Arabia,Muscat
401,Dhofar,3,1,1,1,,Gulf of Aden,,Land,Asia,Levant,Arabia,Dhofar
402,Qishn,3,1,1,1,,Gulf of Aden,,Land,Asia,Levant,Arabia,Mahra
403,Nizwa,9,3,3,3,,Hormuz,,Land,Asia,Levant,Arabia,Oman
404,Liwa,3,1,1,1,,Hormuz,,Land,Asia,Levant,Arabia,Pirate Coast
405,Tadmor,4,1,1,2,,Aleppo,,Land,Asia,Levant,Mashriq,Syrian Desert
406,Haditha,6,2,2,2,,Basra,,Land,Asia,Levant,Mashriq,Iraq Arabi
407,Ar Raqqa,3,1,1,1,,Aleppo,,Land,Asia,Levant,Mashriq,Al Jazira
408,Basra,11,3,3,5,,Basra,"Natural Harbor
Euphrates Estuary",Land,Asia,Levant,Mashriq,Basra
409,Karbala,6,2,2,2,,Basra,Religious Center,Land,Asia,Levant,Mashriq,Iraq Arabi
410,Baghdad,12,4,4,4,,Basra,Emporium,Land,Asia,Levant,Mashriq,Iraq Arabi
411,Mosul,12,4,4,4,,Aleppo,,Land,Asia,Levant,Mashriq,Al Jazira
412,Ahvaz,9,4,4,1,,Basra,,Land,Asia,Persia,Persia,Khuzestan
413,Khorramabad,8,3,3,2,,Basra,,Land,Asia,Persia,Persia,Luristan
414,Hamadan,6,2,2,2,,Basra,,Land,Asia,Persia,Persia,Luristan
415,Kirkuk,9,3,3,3,,Basra,,Land,Asia,Persia,Persia,Shahrizor
416,Tabriz,17,7,7,3,,Persia,Market Town,Land,Asia,Persia,Persia,Tabriz
417,Lahijan,12,5,5,2,,Persia,,Land,Asia,Persia,Persia,Tabarestan
418,Diyarbakir,8,3,3,2,,Aleppo,Emporium,Land,Asia,Levant,Anatolia,Kurdistan
419,Yerevan,11,4,4,3,,Persia,Emporium,Land,Asia,Persia,Caucasia,Armenia
420,Ganja,6,2,2,2,,Persia,,Land,Asia,Persia,Caucasia,Armenia
421,Shirvan,8,3,3,2,,Persia,Kura Estuary,Land,Asia,Persia,Caucasia,Shirvan
422,Imereti,9,3,3,3,,Crimea,,Land,Europe,Persia,Caucasia,Imereti
423,Tbilisi,10,4,4,2,,Crimea,Emporium,Land,Europe,Persia,Caucasia,Kartli-Kakheti
424,Ardabil,9,3,3,3,,Persia,,Land,Asia,Persia,Caucasia,Shirvan
425,Dagestan,7,3,3,1,,Astrakhan,,Land,Europe,Persia,Caucasia,Dagestan
426,Amol,10,4,4,2,,Persia,,Land,Asia,Persia,Persia,Tabarestan
427,Qumis,3,1,1,1,,Persia,,Land,Asia,Persia,Persia,Iraq-e-Ajam
428,Teheran,14,5,5,4,,Persia,Emporium,Land,Asia,Persia,Persia,Iraq-e-Ajam
429,Isfahan,11,4,4,3,,Persia,Market Town,Land,Asia,Persia,Persia,Isfahan
430,Dashtistan,7,3,3,1,,Hormuz,,Land,Asia,Persia,Persia,Gulf Coast
431,Mogostan,9,4,4,1,,Hormuz,Natural Harbor,Land,Asia,Persia,Persia,Mogostan
432,Kerman,7,2,3,2,,Hormuz,,Land,Asia,Persia,Persia,Kerman
433,Yazd,6,2,2,2,,Persia,Emporium,Land,Asia,Persia,Persia,Isfahan
434,Quhistan,7,2,2,3,,Hormuz,,Land,Asia,Persia,Khorasan,Makran
435,Zaranj,6,2,2,2,,Persia,,Land,Asia,Persia,Khorasan,Sistan
436,Birjand,6,2,2,2,,Persia,,Land,Asia,Persia,Khorasan,Birjand
437,Kopet Dag,3,1,1,1,,Samarkand,,Land,Asia,Tartary,Central Asia,Transcaspia
438,Karakum,3,1,1,1,,Samarkand,,Land,Asia,Tartary,Central Asia,Transcaspia
439,Mangyshlak,3,1,1,1,,Samarkand,,Land,Asia,Tartary,Central Asia,Transcaspia
440,Qaraqalpak,9,3,3,3,,Samarkand,,Land,Asia,Tartary,Central Asia,Khiva
441,Khiva,9,3,3,3,,Samarkand,Emporium,Land,Asia,Tartary,Central Asia,Khiva
442,Bukhara,15,5,5,5,,Samarkand,,Land,Asia,Tartary,Central Asia,Transoxiana
443,Ustyurt,6,2,2,2,,Samarkand,,Land,Asia,Tartary,Central Asia,Transcaspia
444,Charjuy,6,2,2,2,,Samarkand,,Land,Asia,Persia,Khorasan,Merv
445,Merv,8,3,3,2,,Samarkand,Emporium,Land,Asia,Persia,Khorasan,Merv
446,Herat,13,5,5,3,,Persia,Market Town,Land,Asia,Persia,Khorasan,Herat
447,Kandahar,7,2,2,3,,Lahore,,Land,Asia,Persia,Khorasan,Ghor
448,Gazni,7,2,2,3,,Lahore,,Land,Asia,Persia,Khorasan,Kabulistan
449,Ghor,8,2,2,4,,Lahore,,Land,Asia,Persia,Khorasan,Ghor
450,Balkh,9,3,3,3,,Lahore,,Land,Asia,Persia,Khorasan,Balkh
451,Kabul,12,4,4,4,,Lahore,Market Town,Land,Asia,Persia,Khorasan,Kabulistan
452,Badakhshan,3,1,1,1,,Lahore,,Land,Asia,Persia,Khorasan,Kabulistan
453,Qarshi,4,1,1,2,,Samarkand,,Land,Asia,Tartary,Central Asia,Transoxiana
454,Samarkand,21,7,7,7,,Samarkand,Market Town,Land,Asia,Tartary,Central Asia,Transoxiana
455,Kyzylkum,3,1,1,1,,Samarkand,,Land,Asia,Tartary,Central Asia,Kyzylkum
456,Turkestan,3,1,1,1,,Samarkand,,Land,Asia,Tartary,Central Asia,Syr Darya
457,Tashkent,9,3,3,3,,Samarkand,,Land,Asia,Tartary,Central Asia,Arys
458,Kokand,12,4,4,4,,Samarkand,,Land,Asia,Tartary,Central Asia,Ferghana
459,Taraz,5,1,1,3,,Samarkand,,Land,Asia,Tartary,Central Asia,Jetysuu
460,Uzkend,12,4,4,4,,Samarkand,,Land,Asia,Tartary,Central Asia,Ferghana
461,Almaty,6,2,2,2,,Samarkand,,Land,Asia,Tartary,Central Asia,Jetysuu
462,Odishi,6,2,2,2,,Crimea,Natural Harbor,Land,Europe,Persia,Caucasia,Imereti
463,Circassia,7,2,2,3,,Crimea,,Land,Europe,Persia,Caucasia,Circassia
464,Astrakhan,15,5,5,5,,Astrakhan,Volga Estuary,Land,Europe,Eastern Europe,Pontic Steppe,Astrakhan
465,Nogay,9,3,3,3,,Astrakhan,,Land,Asia,Tartary,Central Asia,Nogai
466,Sarai,17,6,6,5,,Astrakhan,Emporium,Land,Europe,Eastern Europe,Pontic Steppe,Astrakhan
467,Borisoglebsk,6,2,2,2,,Astrakhan,,Land,Europe,Eastern Europe,Pontic Steppe,Lower Don
468,Manych,5,2,2,1,,Astrakhan,,Land,Europe,Eastern Europe,Pontic Steppe,Astrakhan
469,Ryn,3,1,1,1,,Astrakhan,,Land,Asia,Tartary,Central Asia,Lower Yik
470,Bayuly,6,2,2,2,,Astrakhan,,Land,Asia,Tartary,Central Asia,Nogai
471,Alimuly,6,2,2,2,,Astrakhan,,Land,Asia,Tartary,Central Asia,Nogai
472,Zhetyru,6,2,2,2,,Astrakhan,,Land,Asia,Tartary,Central Asia,Nogai
473,Samara,7,3,3,1,,Kazan,,Land,Europe,Eastern Europe,Ural,Samara
474,Yaik,6,2,2,2,,Astrakhan,,Land,Asia,Tartary,Central Asia,Lower Yik
475,Bashkortostan,9,3,3,3,,Kazan,,Land,Europe,Eastern Europe,Ural,Bashkiria
476,Kypshak,18,6,6,6,,Samarkand,,Land,Asia,Tartary,Central Asia,Kazakhstan
477,Nadym,6,2,2,2,,Samarkand,,Land,Asia,Tartary,Central Asia,Balchash
478,Argyn,6,2,2,2,,Samarkand,,Land,Asia,Tartary,Central Asia,Balchash
479,Kerey,6,2,2,2,,Siberia,,Land,Asia,Tartary,West Siberia,Aqmola
480,Pegaya Orda,3,1,1,1,,Siberia,,Land,Asia,Tartary,West Siberia,Ob
481,Bermuda,3,1,1,1,,Caribbean,,Land,North America,Central America,Caribbeans,Greater Antilles
482,Bahamas,5,2,2,1,,Caribbean,,Land,North America,Central America,Caribbeans,Lucayan Archipelago
483,Turks Islands,7,3,3,1,,Caribbean,,Land,North America,Central America,Caribbeans,Lucayan Archipelago
484,Havana,11,5,5,1,,Caribbean,Natural Harbor,Land,North America,Central America,Caribbeans,West Cuba
485,Moron,6,2,3,1,,Caribbean,,Land,North America,Central America,Caribbeans,West Cuba
486,Guantanamo,6,2,3,1,,Caribbean,,Land,North America,Central America,Caribbeans,East Cuba
487,Jamaica,10,4,5,1,,Caribbean,Natural Harbor,Land,North America,Central America,Caribbeans,Greater Antilles
488,Zui,6,2,3,1,,Caribbean,Natural Harbor,Land,North America,Central America,Caribbeans,Haiti
489,Tortuga,5,2,2,1,,Caribbean,,Land,North America,Central America,Caribbeans,Haiti
490,Bani,6,2,3,1,,Caribbean,Natural Harbor,Land,North America,Central America,Caribbeans,Dominica
491,Aruba,7,3,3,1,,Caribbean,Natural Harbor,Land,North America,Central America,Caribbeans,Greater Antilles
492,Borikén,10,4,5,1,,Caribbean,Natural Harbor,Land,North America,Central America,Caribbeans,Greater Antilles
493,St. Thomas,9,4,4,1,,Caribbean,,Land,North America,Central America,Caribbeans,Leeward Islands
494,St. Kitts,9,4,4,1,,Caribbean,,Land,North America,Central America,Caribbeans,Leeward Islands
495,Antigua,10,4,5,1,,Caribbean,,Land,North America,Central America,Caribbeans,Leeward Islands
496,Guadelupe,10,4,5,1,,Caribbean,,Land,North America,Central America,Caribbeans,Leeward Islands
497,Dominica,10,4,5,1,,Caribbean,,Land,North America,Central America,Caribbeans,Windward Islands
498,Martinique,10,4,5,1,,Caribbean,,Land,North America,Central America,Caribbeans,Windward Islands
499,St. Lucia,10,4,5,1,,Caribbean,,Land,North America,Central America,Caribbeans,Windward Islands
500,St. Vincent,10,4,5,1,,Caribbean,,Land,North America,Central America,Caribbeans,Windward Islands
501,Barbados,10,4,5,1,,Caribbean,,Land,North America,Central America,Caribbeans,Windward Islands
502,Trinidad,10,4,5,1,,Amazonas,,Land,South America,Amazonia,Colombia,Guyana
503,Kutch,3,1,1,1,,Gujarat,,Land,Asia,India,Western India,Patan
504,Thatta,10,4,4,2,,Gujarat,Indus Estuary,Land,Asia,India,Western India,Southern Sindh
505,Sehwan,6,2,2,2,,Gujarat,,Land,Asia,India,Western India,Northern Sindh
506,Multan,12,5,5,2,,Lahore,Emporium,Land,Asia,India,Hindustan,Multan
507,Lahore,23,10,10,3,,Lahore,Market Town,Land,Asia,India,Hindustan,Lahore
508,Kashmir,7,3,3,1,,Lahore,,Land,Asia,India,Hindustan,Kashmir
509,Kangra,5,2,2,1,,Doab,,Land,Asia,India,Hindustan,Himalayan Hills
510,Sirhind,10,4,4,2,,Lahore,Emporium,Land,Asia,India,Hindustan,Sirhind
511,Garhwal,3,1,1,1,,Doab,,Land,Asia,India,Hindustan,Himalayan Hills
512,Jangladesh,3,1,1,1,,Gujarat,,Land,Asia,India,Western India,Jangladesh
513,Jaisalmer,3,1,1,1,,Gujarat,,Land,Asia,India,Western India,Marwar
514,Marwar,6,2,2,2,,Gujarat,,Land,Asia,India,Western India,Marwar
515,Girnar,8,3,3,2,,Gujarat,,Land,Asia,India,Western India,Saurashtra
516,Baroda,9,4,4,1,,Gujarat,,Land,Asia,India,Western India,Ahmedabad
517,Surat,11,5,5,1,,Gujarat,Entrepot,Land,Asia,India,Western India,Tapti
518,Chittor,5,2,2,1,,Gujarat,Emporium,Land,Asia,India,Western India,Mewar
519,Dhundar,8,3,3,2,,Doab,Emporium,Land,Asia,India,Western India,Jaipur
520,Mewat,4,1,1,2,,Doab,,Land,Asia,India,Western India,Jaipur
521,Rajkot,5,2,2,1,,Gujarat,,Land,Asia,India,Western India,Saurashtra
522,Delhi,22,9,9,4,,Doab,Market Town,Land,Asia,India,Hindustan,Upper Doab
523,Lucknow,10,4,4,2,,Doab,,Land,Asia,India,Hindustan,Oudh
524,Central Doab,24,10,10,4,,Doab,Market Town,Land,Asia,India,Hindustan,Lower Doab
525,Gird,8,3,3,2,,Doab,,Land,Asia,India,Hindustan,Gird
526,Mandu,13,5,5,3,,Deccan,,Land,Asia,India,Western India,Malwa
527,Burhanpur,12,5,5,2,,Deccan,Market Town,Land,Asia,India,Western India,Khandesh
528,Hadoti,5,2,2,1,,Doab,,Land,Asia,India,Hindustan,Gird
529,Thana,9,4,4,1,,Gujarat,Natural Harbor,Land,Asia,India,Deccan,Konkan
530,Dabhol,10,4,4,2,,Gujarat,,Land,Asia,India,Deccan,Konkan
531,North Kanara,7,3,3,1,,Coromandel,Natural Harbor,Land,Asia,India,Deccan,Kanara
532,Raichur,13,5,5,3,,Deccan,,Land,Asia,India,Deccan,Raichur Doab
533,Mysore,8,3,3,2,,Coromandel,,Land,Asia,India,Deccan,Mysore
534,Calicut,7,3,3,1,,Coromandel,Entrepot,Land,Asia,India,Deccan,Malabar
535,Kochin,8,3,3,2,,Coromandel,,Land,Asia,India,Deccan,Malabar
536,Madurai,11,4,4,3,,Coromandel,Natural Harbor,Land,Asia,India,Coromandel,Madura
537,Venad,5,2,1,2,,Coromandel,,Land,Asia,India,Deccan,Malabar
538,Kongu,6,2,2,2,,Coromandel,,Land,Asia,India,Coromandel,Kongu
539,Tondainadu,10,4,4,2,,Coromandel,Entrepot,Land,Asia,India,Coromandel,South Carnatic
540,Cuddalore,11,4,4,3,,Coromandel,Entrepot,Land,Asia,India,Coromandel,South Carnatic
541,Vijayanagar,16,6,6,4,,Coromandel,Emporium,Land,Asia,India,Deccan,Rayalaseema
542,Golconda,11,5,5,1,,Deccan,"Diamonds of Golconda
Emporium",Land,Asia,India,Deccan,South Telingana
543,Velanadu,11,4,4,3,,Coromandel,"Natural Harbor
Krishna Estuary",Land,Asia,India,Coromandel,Andhra
544,Ahmadnagar,9,4,4,1,,Deccan,,Land,Asia,India,Deccan,Ahmednagar
545,Daulatabad,8,4,3,1,,Deccan,Market Town,Land,Asia,India,Deccan,Ahmednagar
546,East Berar,9,3,3,3,,Deccan,,Land,Asia,India,Deccan,Berar
547,Bastar,4,1,1,2,,Bengal,,Land,Asia,India,Bengal,Garjat
548,Illichpur,5,2,2,1,,Deccan,,Land,Asia,India,Deccan,Berar
549,Kalingandhra,8,3,3,2,,Coromandel,Natural Harbor,Land,Asia,India,Coromandel,Andhra
550,Mahakoshal,9,3,3,3,,Deccan,,Land,Asia,India,Deccan,Gondwana
551,Mandla,8,3,2,3,,Deccan,,Land,Asia,India,Deccan,Gondwana
552,Cuttack,14,6,6,2,,Bengal,Natural Harbor,Land,Asia,India,Bengal,Orissa
553,Sambalpur,8,2,3,3,,Bengal,Emporium,Land,Asia,India,Bengal,Upper Mahanadi
554,Baisi Rajya,5,2,2,1,,Doab,,Land,Asia,India,Hindustan,Baisi Rajya
555,Jaunpur,14,6,6,2,,Doab,,Land,Asia,India,Hindustan,Purvanchal
556,Lower Doab,14,6,6,2,,Doab,Market Town,Land,Asia,India,Hindustan,Lower Doab
557,Katmandu,8,3,3,2,,Lhasa,Emporium,Land,Asia,India,Hindustan,Nepal
558,Pataliputra,12,5,5,2,,Bengal,"The Conquest of Bodh Gaya
Market Town",Land,Asia,India,Hindustan,Bihar
559,Jhansi,8,3,3,2,,Doab,,Land,Asia,India,Hindustan,Bundelkhand
560,Jharkhand,5,2,2,1,,Bengal,,Land,Asia,India,Bengal,Jharkhand
561,Bengal Delta,12,5,5,2,,Bengal,"Natural Harbor
Ganges Estuary",Land,Asia,India,Bengal,West Bengal
562,Koch,9,3,3,3,,Bengal,,Land,Asia,India,Bengal,North Bengal
